,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 35036,1603.2394350111304,1,0,0,1,1,3,1,1575599.0
declaration 70577,140.14636309557514,1,0,0,0,1,2,1,884662.0
declaration 19940,641.0989428391731,1,0,0,1,1,3,1,698252.0
declaration 19952,31.61254472852987,1,0,0,0,1,2,1,2685096.0
declaration 47934,28.903329079515085,1,0,0,0,1,2,1,1560028.0
declaration 70597,40.72275816976114,1,0,0,0,1,2,1,1400249.0
declaration 70596,0.0,1,0,0,0,1,2,0,0.0
declaration 70594,574.4052204997888,1,0,0,0,1,2,1,1049240.0
declaration 19962,468.057821579986,1,0,0,0,1,2,1,1495864.0
declaration 10324,677.6052463055355,1,0,0,0,1,2,1,637287.0
declaration 59391,568.1317169186419,1,0,0,0,1,2,1,1150517.0
declaration 58946,273.2536424123371,1,0,0,0,1,2,1,2858090.0
declaration 58965,0.0,1,0,0,0,1,2,0,779128.0
declaration 58962,323.54394662724593,1,0,0,0,1,2,1,372853.0
declaration 58964,0.0,1,0,0,0,1,2,0,617047.0
declaration 70614,257.1161842023081,1,0,0,1,1,3,1,614410.0
declaration 70633,2041.380536142753,1,0,0,1,1,3,1,787161.0
declaration 70660,287.6553733460588,1,0,0,0,1,2,1,811750.0
declaration 70680,1869.747875334429,1,0,0,0,1,2,1,1202202.0
declaration 70682,1146.8808688868287,1,0,0,0,1,2,1,1410675.0
declaration 58998,1261.3739138787012,1,0,0,0,1,2,1,538775.0
declaration 59008,1659.6807434291218,1,0,0,1,1,3,1,1131371.0
declaration 59404,576.1403445166873,1,0,0,0,1,2,1,456695.0
declaration 10350,1163.2800346338752,1,0,0,1,1,3,1,1229456.0
declaration 59020,2871.041669406516,1,0,1,1,1,4,1,517525.0
declaration 70695,255.80630584721848,1,0,0,1,1,3,1,529231.0
declaration 70709,124.7549675060306,1,0,0,0,1,2,1,811074.0
declaration 60276,32.96208534249685,1,0,0,0,1,2,1,1392771.0
declaration 71539,68.26643586281801,1,0,0,0,1,2,1,1137009.0
declaration 59038,129.2042529290958,1,0,0,1,1,3,1,286280.0
declaration 59040,134.2121697092933,1,0,0,1,1,3,1,543162.0
declaration 59056,176.79372828624025,1,0,0,1,1,3,1,1304890.0
declaration 35049,16.632911093722345,1,0,0,0,1,2,1,1988579.0
declaration 71560,107.65123833478769,1,0,0,0,1,2,1,1737692.0
declaration 35075,138.28008743442103,1,0,0,1,1,3,1,1480772.0
declaration 35087,1134.3637266643682,1,0,0,0,1,2,1,3893943.0
declaration 17020,1416.4562873749178,1,0,0,1,1,3,1,1233215.0
declaration 17042,420.15518374517967,1,0,0,0,1,2,1,1472572.0
declaration 71591,0.0,1,0,0,0,1,2,0,0.0
declaration 60135,200.89988174431826,1,0,0,1,1,3,1,961729.0
declaration 14101,126.24998069179856,1,0,0,0,1,2,1,759825.0
declaration 60146,114.95021311029392,1,0,0,0,1,2,1,877437.0
declaration 71605,776.7358866193457,1,0,0,0,1,2,1,553209.0
declaration 10374,1110.2697077123794,1,0,0,0,1,2,1,296902.0
declaration 55237,1249.2042343093904,1,0,0,0,1,2,1,543475.0
declaration 35168,200.97665429717784,1,0,0,0,1,2,1,869494.0
declaration 71660,1183.9444468192096,1,0,0,0,1,2,1,1803843.0
declaration 10394,188.6987715708509,1,0,0,1,1,3,1,475335.0
declaration 55024,1542.2323228468952,1,0,0,0,1,2,1,1230324.0
declaration 17771,718.0361753289734,1,0,0,1,1,3,1,1656723.0
declaration 35109,523.8442230043421,1,0,0,1,1,3,1,809356.0
declaration 35121,1911.8942749771763,1,0,0,1,1,3,1,1232218.0
declaration 71637,395.0673404321307,1,0,0,0,1,2,1,1804242.0
declaration 60173,2649.1771593032213,1,0,1,1,1,4,1,1478768.0
declaration 59071,2268.803331554719,1,0,1,0,1,3,1,1904742.0
declaration 19979,649.3775697887452,1,0,0,0,1,2,1,529701.0
declaration 20301,131.32701611654048,1,0,0,0,1,2,1,1746100.0
declaration 10674,329.45559635917897,1,0,0,0,1,2,1,1924670.0
declaration 60194,559.2114658090993,1,0,0,0,1,2,1,282733.0
declaration 29472,457.0363832842036,1,0,0,0,1,2,1,448314.0
declaration 60204,1024.417196378913,1,0,0,0,1,2,1,1746474.0
declaration 60221,1139.025707734328,1,0,0,1,1,3,1,885976.0
declaration 60237,565.017902724913,1,0,0,1,1,3,1,1760273.0
declaration 10684,1492.423963886244,1,0,0,0,1,2,1,2424311.0
declaration 59104,64.36470293311433,1,0,0,1,1,3,1,618785.0
declaration 47921,2133.4928045198185,1,0,0,1,1,3,1,1209610.0
declaration 17052,896.9107192809913,1,0,0,1,1,3,1,3200565.0
declaration 47948,54.33241162679873,1,0,0,1,1,3,1,1220507.0
declaration 10694,39.97899935286475,1,0,0,1,1,3,1,1061439.0
declaration 10706,42.644265976389065,1,0,0,1,1,3,1,887388.0
declaration 17064,524.0077925118818,1,0,0,0,1,2,1,957409.0
declaration 71678,394.82720027700043,1,0,0,1,1,3,1,1231792.0
declaration 17664,1233.0799316646735,1,0,0,0,1,2,1,1389839.0
declaration 10721,340.6957503891479,1,0,0,0,1,2,1,675318.0
declaration 10720,0.0,1,0,0,0,1,2,0,166166.0
declaration 10718,503.3953536362104,1,0,0,0,1,2,1,946760.0
declaration 60290,2067.9414568007287,1,0,0,1,1,3,1,1147951.0
declaration 60302,781.5237446254869,1,0,0,1,1,3,1,1132841.0
declaration 60317,228.92691676669574,1,0,0,0,1,2,1,1927379.0
declaration 71695,70.95590303119612,1,0,0,0,1,2,1,850273.0
declaration 10743,35.98710016201018,1,0,0,0,1,2,1,979255.0
declaration 47964,106.1082119643771,1,0,0,0,1,2,1,284831.0
declaration 10758,693.025778117808,1,0,0,0,1,2,1,605646.0
declaration 10768,133.8860087137877,1,0,0,1,1,3,1,870052.0
declaration 60332,522.3141920968714,1,0,0,1,1,3,1,1751506.0
declaration 60350,144.6517266979801,1,0,1,1,1,4,1,1409441.0
declaration 10780,141.0203025967756,1,0,0,1,1,3,1,2329764.0
declaration 71705,573.9159108249272,1,0,0,0,1,2,1,609803.0
declaration 71715,1033.378618590376,1,0,0,0,1,2,1,955269.0
declaration 71725,429.2028359400081,1,0,0,1,1,3,1,1218589.0
declaration 71739,347.3130505084814,1,0,0,0,1,2,1,961270.0
declaration 71752,301.54618007605933,1,0,0,0,1,2,1,615745.0
declaration 59678,434.48860538183266,1,0,0,1,1,3,1,3034869.0
declaration 59693,118.54876620079263,1,0,0,0,1,2,1,184043.0
declaration 59716,1176.2534096576092,1,0,0,0,1,2,1,283675.0
declaration 59726,1093.3701885007165,1,0,0,1,1,3,1,3082893.0
declaration 59852,61.81822457174525,1,0,0,1,1,3,1,1575201.0
declaration 59741,251.9023521310521,1,0,0,0,1,2,1,627826.0
declaration 47974,362.44911141867334,1,0,0,1,1,3,1,3058685.0
declaration 59761,1731.593652975516,1,0,0,0,1,2,1,1495015.0
declaration 59771,47.326514631163626,1,0,0,1,1,3,1,1491003.0
declaration 47991,1284.8826638360615,1,0,0,1,1,3,1,1666975.0
declaration 59796,644.4104207849529,1,0,0,0,1,2,1,614356.0
declaration 20371,156.75467696920686,1,0,0,0,1,2,1,421983.0
declaration 59809,603.5525662971712,1,0,0,0,1,2,1,688521.0
declaration 59822,116.11524116684748,1,0,0,0,1,2,1,1197962.0
declaration 59832,654.7195653562594,1,0,0,0,1,2,1,784377.0
declaration 59842,146.10376173002814,1,0,0,0,1,2,1,1213116.0
declaration 10797,860.2905631491105,1,0,0,0,1,2,1,7187794.0
declaration 59864,635.9067586705772,1,0,0,0,1,2,1,611830.0
declaration 60629,397.2644972929794,1,0,0,0,1,2,1,515446.0
declaration 60652,1091.1961023384322,1,0,0,0,1,2,1,1396965.0
declaration 60639,400.90226189672876,1,0,0,0,1,2,1,952471.0
declaration 20564,572.6858623821298,1,0,0,0,1,2,1,2355549.0
declaration 10816,297.1858295443761,1,0,0,1,1,3,1,954891.0
declaration 10818,0.0,1,0,0,1,1,3,0,68042.0
declaration 60675,914.3417100395197,1,0,0,0,1,2,1,629169.0
declaration 35136,310.61396947153395,1,0,0,0,1,2,1,1211739.0
declaration 60698,349.300162394835,1,0,0,1,1,3,1,862900.0
declaration 35148,1778.443305111086,1,0,0,0,1,2,1,1398898.0
declaration 51131,511.9358122881317,1,0,0,1,1,3,1,530191.0
declaration 28845,19.33478569805861,1,0,0,0,1,2,1,280984.0
declaration 55182,1315.57300723978,1,0,0,1,1,3,1,1146957.0
declaration 20586,436.2808930856697,1,0,0,0,1,2,1,814316.0
declaration 20602,544.2834951863988,1,0,0,1,1,3,1,1048387.0
declaration 20947,1650.09464870983,1,0,0,1,1,3,1,1593959.0
declaration 10837,827.55251574335,1,0,0,0,1,2,1,372204.0
declaration 51612,746.4232250412699,1,0,0,1,1,3,1,3040228.0
declaration 33726,836.7778610933365,1,0,0,0,1,2,1,2452574.0
declaration 20963,0.0,1,0,0,1,1,3,0,498827.0
declaration 20978,1040.8382535904152,1,0,0,0,1,2,1,3391030.0
declaration 60719,1462.0338696980393,1,0,0,0,1,2,1,459154.0
declaration 60729,790.1402693097482,1,0,0,1,1,3,1,1146680.0
declaration 35178,641.0249774841151,1,0,0,0,1,2,1,456758.0
declaration 60741,293.2652345869015,1,0,0,0,1,2,1,524551.0
declaration 20988,171.338843413387,1,0,0,1,1,3,1,1221972.0
declaration 60767,4246.081492773725,1,0,1,1,1,4,1,2315929.0
declaration 60787,860.9840399653389,1,0,0,0,1,2,1,175897.0
declaration 60802,1065.187089011306,1,0,0,0,1,2,1,873740.0
declaration 35389,0.0,1,0,0,1,1,3,0,883.0
declaration 35387,495.2386406330604,1,0,0,1,1,3,1,2877822.0
declaration 60812,826.2057490140141,1,0,0,1,1,3,1,1743694.0
declaration 60824,82.54290194756322,1,0,0,1,1,3,1,1749802.0
declaration 10849,57.7874196534583,1,0,0,0,1,2,1,634013.0
declaration 10862,36.13637600106453,1,0,0,1,1,3,1,1061741.0
declaration 10874,791.9796995472652,1,0,0,1,1,3,1,1759433.0
declaration 10886,829.6416296818738,1,0,0,1,1,3,1,1233897.0
declaration 23578,1153.0463790737874,1,0,0,0,1,2,1,1219998.0
declaration 24230,708.6119837441332,1,0,0,0,1,2,1,1238928.0
declaration 60836,1511.941766391647,1,0,0,1,1,3,1,875919.0
declaration 17798,665.9009838278073,1,0,0,0,1,2,1,286510.0
declaration 52370,187.88143043210223,1,0,0,0,1,2,1,544510.0
declaration 52380,1751.0738797623906,1,0,0,0,1,2,1,1128130.0
declaration 28855,60.77014574669299,1,0,0,0,1,2,1,267159.0
declaration 50400,1331.212575686606,1,0,0,0,1,2,1,1491915.0
declaration 55378,8.912954709514972,1,0,0,0,1,2,1,273110.0
declaration 48015,1352.1951233492364,1,0,0,1,1,3,1,792684.0
declaration 33076,31.573697549735595,1,0,0,0,1,2,1,269388.0
declaration 34797,2578.5651276315366,1,0,0,1,1,3,1,2889819.0
declaration 34821,2165.1663803975816,1,0,1,0,1,3,1,1542256.0
declaration 50416,1140.3326503543844,1,0,0,0,1,2,1,1277793.0
declaration 50431,342.4996245753067,1,0,0,0,1,2,1,795405.0
declaration 28867,305.71262786166267,1,0,0,0,1,2,1,1051003.0
declaration 34854,134.84819834409618,1,0,0,0,1,2,1,1144342.0
declaration 34865,499.56503400081374,1,0,0,0,1,2,1,959267.0
declaration 34875,570.2337262484966,1,0,0,0,1,2,1,608945.0
declaration 28886,988.9914848254786,1,0,0,0,1,2,1,4502781.0
declaration 55388,1031.0813327298895,1,0,0,1,1,3,1,1123565.0
declaration 55815,395.06645692805444,1,0,0,0,1,2,1,849874.0
declaration 55817,0.0,1,0,0,0,1,2,0,1005991.0
declaration 17829,370.6696916931203,1,0,0,0,1,2,1,458200.0
declaration 52418,144.390553418436,1,0,0,0,1,2,1,633878.0
declaration 48084,100.43944165791696,1,0,0,0,1,2,1,548514.0
declaration 21106,459.6138682869823,1,0,0,0,1,2,1,611536.0
declaration 29810,81.73197346879256,1,0,0,0,1,2,1,586135.0
declaration 17677,877.1699299561501,1,0,0,0,1,2,1,610856.0
declaration 30479,788.113635316206,1,0,0,0,1,2,1,958172.0
declaration 54997,476.8832585946868,1,0,0,1,1,3,1,2104387.0
declaration 55009,574.3378712640075,1,0,0,1,1,3,1,1979215.0
declaration 50447,1125.8814687996928,1,0,0,0,1,2,1,631009.0
declaration 52390,333.8430686752569,1,0,0,0,1,2,1,1049463.0
declaration 28900,1235.6106389556935,1,0,0,0,1,2,1,850428.0
declaration 29820,2236.5078482912745,1,0,0,0,1,2,1,880450.0
declaration 33122,961.1581574416416,1,0,0,1,1,3,1,3700958.0
declaration 21017,1608.4286918510745,1,0,0,0,1,2,1,2094972.0
declaration 21030,58.706661977817014,1,0,0,0,1,2,1,2439500.0
declaration 33134,73.42765726854165,1,0,0,0,1,2,1,1137410.0
declaration 33145,979.9833806881909,1,0,0,0,1,2,1,274368.0
declaration 55037,432.23291915817657,1,0,0,0,1,2,1,1126723.0
declaration 33674,412.31727486719495,1,0,0,0,1,2,1,1832531.0
declaration 48030,1018.4199953467433,1,0,0,1,1,3,1,952050.0
declaration 52112,39.13945030819853,1,0,0,0,1,2,1,1500629.0
declaration 55050,10.263818572095122,1,0,0,0,1,2,1,278120.0
declaration 30492,356.07357715752676,1,0,0,1,1,3,1,934307.0
declaration 55060,1688.4631427207273,1,0,1,0,1,3,1,1571683.0
declaration 17689,160.3531975076615,1,0,1,1,1,4,1,972448.0
declaration 17706,338.3270715802292,1,0,0,1,1,3,1,3058114.0
declaration 17726,23.645986873774692,1,0,0,0,1,2,1,291147.0
declaration 17736,129.13140243875674,1,0,0,1,1,3,1,949042.0
declaration 30504,396.46776126049957,1,0,0,0,1,2,1,958642.0
declaration 29846,818.8673178050525,1,0,0,1,1,3,1,2434496.0
declaration 48042,167.76327576552674,1,0,0,0,1,2,1,979254.0
declaration 33687,1736.3644225831868,1,0,0,0,1,2,1,3667276.0
declaration 33697,657.5384176714817,1,0,0,1,1,3,1,878777.0
declaration 50465,144.23050090443968,1,0,0,0,1,2,1,515535.0
declaration 34896,438.28067356633113,1,0,0,0,1,2,1,334770.0
declaration 52406,364.641229701879,1,0,0,1,1,3,1,958284.0
declaration 29429,32.36802847610676,1,0,0,1,1,3,1,1140330.0
declaration 55073,612.0748364919338,1,0,0,0,1,2,1,452173.0
declaration 55086,2748.5115889527715,1,0,0,0,1,2,1,1374632.0
declaration 23118,1147.1320864742215,1,0,0,0,1,2,1,271204.0
declaration 23131,867.8403876410415,1,0,0,1,1,3,1,1491957.0
declaration 55882,138.36499153866438,1,0,0,0,1,2,1,289554.0
declaration 29442,1628.3403333345448,1,0,0,0,1,2,1,1565489.0
declaration 55096,514.781738245229,1,0,0,0,1,2,1,284867.0
declaration 52122,600.892482381662,1,0,0,1,1,3,1,1142489.0
declaration 48057,134.46688855325368,1,0,0,0,1,2,1,677388.0
declaration 48067,332.9270553938992,1,0,0,0,1,2,1,639076.0
declaration 48077,0.0,1,0,0,0,1,2,0,0.0
declaration 33592,476.56253396377434,1,0,0,1,1,3,1,1233293.0
declaration 56619,1678.4210178052188,1,0,0,1,1,3,1,1658802.0
declaration 56590,1569.1955757367107,1,0,0,1,1,3,1,1658802.0
declaration 56602,1303.8651049834032,1,0,0,1,1,3,1,1233063.0
declaration 33715,359.64264297651084,1,0,0,0,1,2,1,279695.0
declaration 29455,104.73008919781748,1,0,0,0,1,2,1,613860.0
declaration 50475,0.0,1,0,0,1,1,3,1,425294.0
declaration 29482,1390.2623389371468,1,0,0,1,1,3,1,1307252.0
declaration 50517,29.31679660004232,1,0,0,0,1,2,1,554051.0
declaration 29504,1677.3082432746337,1,0,0,0,1,2,1,757684.0
declaration 29517,44.89796036884426,1,0,0,0,1,2,1,1216964.0
declaration 52184,14.923977183323856,1,0,0,0,1,2,1,1576542.0
declaration 51144,1542.9199329106898,1,0,0,0,1,2,1,1483760.0
declaration 33512,117.22930049250334,1,0,0,0,1,2,1,627764.0
declaration 29528,1103.8076260987825,1,0,0,0,1,2,1,605365.0
declaration 30514,173.4747922007644,1,0,0,0,1,2,1,498879.0
declaration 50528,234.34257827048836,1,0,0,0,1,2,1,285174.0
declaration 52428,402.0594724311746,1,0,0,1,1,3,1,2446614.0
declaration 17759,721.9890479202156,1,0,0,1,1,3,1,1489850.0
declaration 17786,549.2863486349403,1,0,0,1,1,3,1,456980.0
declaration 52443,481.3937790161672,1,0,0,1,1,3,1,1398219.0
declaration 55116,3651.96212496633,1,0,1,0,1,3,1,2341391.0
declaration 55131,1182.534683174357,1,0,0,0,1,2,1,706612.0
declaration 55133,0.0,1,0,0,0,1,2,0,66789.0
declaration 29546,15.283736745020787,1,0,0,1,1,3,1,624612.0
declaration 55145,358.64358862131263,1,0,0,0,1,2,1,546410.0
declaration 17809,0.0,1,0,0,0,1,2,1,625487.0
declaration 21040,1426.4315785648494,1,0,0,0,1,2,1,1193855.0
declaration 21063,1328.8432288804254,1,0,1,0,1,3,1,347070.0
declaration 48098,135.64316361205948,1,0,0,1,1,3,1,696971.0
declaration 48114,239.7176661810292,1,0,0,0,1,2,1,518825.0
declaration 17819,228.522637548206,1,0,0,0,1,2,1,1311879.0
declaration 29864,973.7149782464901,1,0,0,0,1,2,1,516637.0
declaration 29874,2615.325128940059,1,0,0,0,1,2,1,607133.0
declaration 50542,1015.4321656299132,1,0,0,1,1,3,1,1397404.0
declaration 58351,195.10981334968506,1,0,0,0,1,2,1,432332.0
declaration 33881,380.65032520039017,1,0,0,0,1,2,1,358518.0
declaration 55155,657.5093316646943,1,0,0,0,1,2,1,453437.0
declaration 55165,1970.9799513316216,1,0,0,1,1,3,1,1648698.0
declaration 30525,186.79547471262464,1,0,0,0,1,2,1,430028.0
declaration 35419,993.8853746366684,1,0,1,1,1,4,1,1641935.0
declaration 29900,256.07962945108943,1,0,0,0,1,2,1,2441541.0
declaration 50566,1303.541500298146,1,0,0,1,1,3,1,974233.0
declaration 50578,89.56737213910161,1,0,0,1,1,3,1,890555.0
declaration 50594,301.82822104634135,1,0,0,0,1,2,1,550654.0
declaration 35432,331.19327468469425,1,0,0,0,1,2,1,962039.0
declaration 52462,1726.6667695651809,1,0,0,0,1,2,1,495589.0
declaration 48126,20.88979545172478,1,0,0,0,1,2,1,890220.0
declaration 53097,1656.4390261028148,1,0,0,1,1,3,1,792047.0
declaration 35444,627.8818590948367,1,0,0,0,1,2,1,548640.0
declaration 52482,321.0246611875709,1,0,0,0,1,2,1,2431971.0
declaration 50941,1121.4322018997025,1,0,0,1,1,3,1,4422645.0
declaration 35480,1114.7893421784115,1,0,0,0,1,2,1,1130894.0
declaration 50956,104.79179086166857,1,0,0,0,1,2,1,728667.0
declaration 28916,627.3647708128555,1,0,0,0,1,2,1,277269.0
declaration 52508,248.3779514367908,1,0,0,0,1,2,1,700306.0
declaration 50981,291.37171219883993,1,0,0,0,1,2,1,333679.0
declaration 50967,3945.6144061513223,1,0,1,0,1,3,1,972720.0
declaration 30551,184.0388972152494,1,0,0,0,1,2,1,611766.0
declaration 30562,90.47443611710911,1,0,0,0,1,2,1,1391441.0
declaration 53109,1391.41404041541,1,0,1,0,1,3,1,883172.0
declaration 21077,486.4111587931878,1,0,0,1,1,3,1,1243960.0
declaration 55898,303.7210214850422,1,0,0,0,1,2,1,274410.0
declaration 29913,765.9547888643799,1,0,0,1,1,3,1,1315700.0
declaration 53124,247.6905876830378,1,0,0,1,1,3,1,623626.0
declaration 53122,71.05068650668814,1,0,0,1,1,3,1,1227555.0
declaration 17841,750.62211026649,1,0,0,0,1,2,1,1243870.0
declaration 52137,0.0,1,0,0,1,1,3,0,2315539.0
declaration 34397,1756.3661107947373,1,0,0,0,1,2,1,628420.0
declaration 56519,558.5807211730383,1,0,0,1,1,3,1,1657596.0
declaration 35491,2637.5554212599277,1,0,0,0,1,2,1,599861.0
declaration 52152,814.9060024731164,1,0,0,1,1,3,1,1751224.0
declaration 29925,591.9006288721669,1,0,0,0,1,2,1,538071.0
declaration 21095,196.61762396802828,1,0,0,0,1,2,1,439768.0
declaration 55915,258.29406010816456,1,0,0,1,1,3,1,707208.0
declaration 10901,264.49382603262535,1,0,0,0,1,2,1,443678.0
declaration 35502,44.817246503795204,1,0,0,0,1,2,1,1151645.0
declaration 35526,757.6840207956095,1,0,0,0,1,2,1,1728738.0
declaration 29935,1572.437560351408,1,0,1,1,1,4,1,1318995.0
declaration 55197,297.1300659943799,1,0,0,1,1,3,1,1839584.0
declaration 55214,353.03860735097555,1,0,0,1,1,3,1,1840321.0
declaration 33752,380.6600269537344,1,0,0,0,1,2,1,877183.0
declaration 33762,347.47563524142424,1,0,0,0,1,2,1,956361.0
declaration 29948,1326.688660622759,1,0,0,0,1,2,1,848694.0
declaration 52167,15.817834587243356,1,0,0,1,1,3,1,2172274.0
declaration 51010,1542.2544604825393,1,0,0,0,1,2,1,441827.0
declaration 35539,97.50539852145427,1,0,0,0,1,2,1,589779.0
declaration 35549,779.6400944769348,1,0,0,1,1,3,1,1296539.0
declaration 35561,1465.7843092840596,1,0,0,1,1,3,1,273992.0
declaration 51031,22.274429049766834,1,0,0,1,1,3,1,1159609.0
declaration 51043,160.2532294314161,1,0,0,0,1,2,1,1057358.0
declaration 29962,723.4296011282627,1,0,0,1,1,3,1,1126667.0
declaration 29974,184.08447592762312,1,0,0,0,1,2,1,622428.0
declaration 33772,1056.8858740596268,1,0,0,0,1,2,1,689481.0
declaration 29984,1368.7198371277673,1,0,0,1,1,3,1,253643.0
declaration 51059,2321.595431622874,1,0,0,1,1,3,1,456309.0
declaration 51073,539.7164912636741,1,0,0,1,1,3,1,795148.0
declaration 51092,271.3183471657706,1,0,0,1,1,3,1,369518.0
declaration 51104,445.7000961578795,1,0,0,1,1,3,1,1148036.0
declaration 52194,531.9834373068124,1,0,0,0,1,2,1,451782.0
declaration 56716,562.8349495114991,1,0,0,0,1,2,1,610212.0
declaration 33782,726.021661752116,1,0,0,0,1,2,1,764952.0
declaration 52207,1390.0286305663415,1,0,0,1,1,3,1,848488.0
declaration 33795,99.5941076548315,1,0,0,1,1,3,1,599496.0
declaration 52224,371.25964441708084,1,0,0,1,1,3,1,349673.0
declaration 12172,82.038256704463,1,0,0,0,1,2,1,798442.0
declaration 55761,344.34073694080087,1,0,0,0,1,2,1,1468498.0
declaration 29214,125.8484592962069,1,0,0,1,1,3,1,875069.0
declaration 53155,114.53370853526653,1,0,0,1,1,3,1,1574381.0
declaration 52291,46.3819092810024,1,0,0,1,1,3,1,627715.0
declaration 51780,172.77555283331495,1,0,0,1,1,3,1,1820054.0
declaration 52293,0.0,1,0,0,1,1,3,0,1463.0
declaration 33807,893.9017429342892,1,0,0,0,1,2,1,356220.0
declaration 55958,626.2412830831834,1,0,0,0,1,2,1,1119809.0
declaration 33831,118.4984539053359,1,0,0,1,1,3,1,1222992.0
declaration 51115,325.7811039839794,1,0,0,0,1,2,1,274924.0
declaration 33842,239.5211076363435,1,0,0,0,1,2,1,796503.0
declaration 33852,3244.311055040066,1,0,1,0,1,3,1,363956.0
declaration 51159,0.0,1,0,0,0,1,2,0,169342.0
declaration 51157,880.3658551510291,1,0,0,0,1,2,1,431537.0
declaration 51156,0.0,1,0,0,0,1,2,0,510142.0
declaration 51600,511.8147015892203,1,0,0,1,1,3,1,611153.0
declaration 29996,61.12876200399384,1,0,0,0,1,2,1,1219029.0
declaration 30009,457.77134250875304,1,0,0,0,1,2,1,455260.0
declaration 51627,2518.7828525736554,1,0,0,0,1,2,1,445556.0
declaration 51637,562.5690823043199,1,0,0,1,1,3,1,890041.0
declaration 30025,1203.441537287771,1,0,0,1,1,3,1,1400094.0
declaration 55613,1442.5774072849993,1,0,0,1,1,3,1,2166100.0
declaration 35573,1468.0966870439252,1,0,0,0,1,2,1,178436.0
declaration 35583,98.3341919403612,1,0,0,0,1,2,1,609812.0
declaration 55968,326.8325632358045,1,0,0,1,1,3,1,898335.0
declaration 55980,2153.4712379150574,1,0,0,1,1,3,1,1741680.0
declaration 33867,266.89974671657905,1,0,0,0,1,2,1,628485.0
declaration 52262,605.1122495372036,1,0,0,0,1,2,1,509755.0
declaration 52272,661.769805532923,1,0,0,1,1,3,1,1207883.0
declaration 51648,756.9717636062084,1,0,0,0,1,2,1,788525.0
declaration 56010,202.34223650335588,1,0,0,1,1,3,1,1149001.0
declaration 56022,438.0017894885198,1,0,0,1,1,3,1,2185928.0
declaration 56734,301.47484765473934,1,0,0,0,1,2,1,633417.0
declaration 51658,106.5962185255272,1,0,0,0,1,2,1,710247.0
declaration 51668,259.9907768915298,1,0,0,0,1,2,1,890213.0
